AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DLC count,About the game,Supported languages,Full audio languages,Reviews,Header image,Website,Support url,Support email,Windows,Mac,Linux,Metacritic score,Metacritic url,User score,Positive,Negative,Score rank,Achievements,Recommendations,Notes,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Categories,Genres,Tags,Screenshots,Movies
892630,"Mojo: Hanako","Jul 27, 2018","50000 - 100000",0,0,0.0,2,"'Mojo: Hanako” is a new version of the famous game “2048”, an original approach to this well-known puzzle. Beautiful Hanako will keep you company during the game. The more points you get, the less clothes remain on the girl. Will you be able to make her strip completely? This simple yet captivating game will help you train your brain (+100 IQ). /","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Vietnamese', 'Spanish - Latin America', 'Azerbaijani', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Afrikaans', 'Basque', 'Belarusian', 'Bangla', 'Bosnian', 'Valencian', 'Welsh', 'Wolof', 'Galician', 'Georgian', 'Gujarati', 'Dari', 'Zulu', 'Hebrew', 'Igbo', 'Indonesian', 'Irish', 'Icelandic', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kinyarwanda', K'iche', 'Konkani', 'Xhosa', 'Khmer', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Hindi', 'Croatian', 'Cherokee', 'Scots', 'Estonian']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Greek', 'Danish', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Vietnamese', 'Spanish - Latin America', 'Azerbaijani', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Afrikaans', 'Basque', 'Belarusian', 'Bangla', 'Bosnian', 'Valencian', 'Welsh', 'Wolof', 'Galician', 'Georgian', 'Gujarati', 'Dari', 'Zulu', 'Hebrew', 'Igbo', 'Indonesian', 'Irish', 'Icelandic', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kinyarwanda', K'iche', 'Konkani', 'Xhosa', 'Khmer', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Hindi', 'Croatian', 'Cherokee', 'Scots', 'Estonian']","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892630/header.jpg?t=1674320093","","","stotch_steam@list.ru",True,False,False,0,"",0,609,152,"",6,0,"",0,0,0,0,"L. Stotch","L. Stotch","Single-player,Steam Achievements,Full controller support,Steam Cloud","Casual,Free to Play,Indie,RPG","Nudity,Sexual Content,Free to Play,Casual,Indie,Anime,RPG,Singleplayer,Pixel Graphics,Short,Fast-Paced,Puzzle,Hentai,Psychological Horror","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892630/ss_5e6709be2d1e527d6d2de5897904b8ca0eae971b.1920x1080.jpg?t=1674320093,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892630/ss_59aaa6aaaa5a8acc3b849d55c76c2d6a629c0535.1920x1080.jpg?t=1674320093,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892630/ss_8e10b44f9e2ee987a68c7fed1c1a381920a9e911.1920x1080.jpg?t=1674320093,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892630/ss_601e7e5c84407136d0ebb80863161f0a5f37f9f5.1920x1080.jpg?t=1674320093,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892630/ss_2d4782189fd199304cdc09d051092a7c3805f615.1920x1080.jpg?t=1674320093,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/892630/ss_8f181c78b2087a19c5dbe5f519b9d1570888ebaa.1920x1080.jpg?t=1674320093","http://cdn.akamai.steamstatic.com/steam/apps/256723882/movie_max.mp4?t=1532709785"
1633150,"Doodle Champs Playtest","Jul 30, 2021","0 - 0",0,0,0.0,0,"","[]","[]","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1633150/header.jpg?t=1638454679","","","",True,False,False,0,"",0,0,0,"",0,0,"",0,0,0,0,"","","","","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1633150/ss_c79ec60c358df4cea48562cf0d850e6088831f3f.1920x1080.jpg?t=1638454679",""
1408450,"1x! Space Adventure","Sep 22, 2020","0 - 20000",0,0,0.49,0,"1x! Space Adventure is an arcade top-down shump with gradually increasing difficulty. Features - Controller support - Achievements - Leaderboard","['English']","[]","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/header.jpg?t=1700284634","","","1x.space.games@gmail.com",True,False,False,0,"",0,7,0,"",100,0,"",0,0,0,0,"Lunar Madcap","Lunar Madcap","Single-player,Steam Achievements,Full controller support,Steam Leaderboards,Family Sharing","Action,Indie","Action,Arcade,Shooter,Bullet Hell,Shoot 'Em Up,Top-Down Shooter,2D,Top-Down,Indie,Singleplayer,Space","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/ss_61718c795b0d9a64c01d0437e2f17afa11bd5b6f.1920x1080.jpg?t=1700284634,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/ss_69ee016fa9bf475f19fa6f0c817efaf8f28619e9.1920x1080.jpg?t=1700284634,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/ss_6dcfaf732f9851abb26a76c83a7d3e10720a6eb6.1920x1080.jpg?t=1700284634,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/ss_47e1916c2307f5a8707df4ec9d13aa2b6a81648b.1920x1080.jpg?t=1700284634,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/ss_a2c55c04c2f3b700e52cc86115164005727fe472.1920x1080.jpg?t=1700284634,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/ss_0b6cdad3adbd89e4205adda90ef629108f3a62ae.1920x1080.jpg?t=1700284634,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1408450/ss_6e7182fb07febef0ce34a36fcee2e054cc450eee.1920x1080.jpg?t=1700284634","http://cdn.akamai.steamstatic.com/steam/apps/256801129/movie_max.mp4?t=1600225460"
898000,"Uventa","Aug 24, 2018","20000 - 50000",0,0,0.99,0,"The ambient first-person horror game is based on a true story about the ordinary rounds turning into a nightmare beyond human perception. The tragic fate brings you, a simple night guard, to an abandoned school. Plunge into a horrifying and gruesome story, face the unknown, and get to the bottom of the secret that this spectre of the long-gone Soviet era has in store. It takes cunning and smart actions to complete your quest. Even the scariest monster may turn out not to be a fanger in the dark. - The real events based story. - Psychological horror without 'screamers'. - Interactive environment. - Original soundtrack of a bygone era. - Interesting puzzles. - Unpredictable finale.","['English', 'Russian']","['Russian']","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/898000/header.jpg?t=1536091112","http://blackrat.ru","http://blackrat.ru/contact/","studio@blackrat.ru",True,False,False,0,"",0,86,84,"",6,141,"",0,0,0,0,"BlackRat","BlackRat","Single-player,Steam Achievements,Family Sharing","Violent,Gore,Indie","Indie,Gore,Violent,Horror,First-Person,Action,Atmospheric,Adventure,Survival,Singleplayer,Walking Simulator,Stealth,Psychological Horror,Survival Horror,Difficult,Dark","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/898000/ss_25a0e83a884016c0b68a6243c8811752da6e9fab.1920x1080.jpg?t=1536091112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/898000/ss_264d40f5dc839a0f55fb56b0096184897d1230bb.1920x1080.jpg?t=1536091112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/898000/ss_ae054b2ac7d1ed1462205212a5230527d756b90b.1920x1080.jpg?t=1536091112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/898000/ss_f78673be1483fbfb26bce8feefd8734ec6be2f4c.1920x1080.jpg?t=1536091112,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/898000/ss_086ba4d18ccddeec89da5f392ba548c9a98972ea.1920x1080.jpg?t=1536091112","http://cdn.akamai.steamstatic.com/steam/apps/256724107/movie_max.mp4?t=1535130360,http://cdn.akamai.steamstatic.com/steam/apps/256725027/movie_max.mp4?t=1533754186"
444550,"Void 21","Apr 4, 2016","0 - 20000",0,0,4.99,1,"Void 21 is a procedurally generated, arcade style, fast-paced runner and shooter. You are a pilot training with the highly maneuverable and lethal Void ship. Your objective is to reach the end of the level, either as quickly or as violently as possible (or both?). 'It’s a great title, with a lot to offer. It’s frankly nigh on impossible to finish everything the game has to offer' - Final Boss Fight Key Features Procedurally generated levels (36^8 possible playable levels) Upgradeable ship modules to fit your playstyle Multiple challenging enemies with unique AI Objectives that unlock upgrades to level-up your ship Daily procedurally generated challenges Seed picker so you can challenge your friends or play your favorite level again and again Targeting max resolution of 4K@144FPS Oculus Rift Support (DK2 + CV1) v1.3 Game can run at unlocked framerate and any available resolution. Future Items Mac and Linux Support Steam VR Support","['English']","['English']","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/header.jpg?t=1462350363","http://void21game.com","http://void21.com","taranasusstudio@gmail.com",True,True,True,0,"",0,25,5,"",11,0,"",0,0,0,0,"Taranasus Studio","Taranasus Studio","Single-player,Steam Achievements,Full controller support,VR Supported,Steam Trading Cards,VR Support,Steam Cloud,Family Sharing","Action,Indie,Racing","Racing,Action,Indie,Procedural Generation,Runner,Singleplayer,Fast-Paced,VR","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/ss_0a6a9c37f82c0b43d8e035f1fcb6406acf925844.1920x1080.jpg?t=1462350363,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/ss_4150b5082f49b38ade8c7af26afcee16f905cf40.1920x1080.jpg?t=1462350363,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/ss_374a9ea75c7f1bc33b59e2ece3507d1d58db6b3a.1920x1080.jpg?t=1462350363,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/ss_5a1241b61ce61321de7be11a34db57051f3f8f04.1920x1080.jpg?t=1462350363,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/ss_9451b26bebb4f6116a082c915616fbe7113649f1.1920x1080.jpg?t=1462350363,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/ss_f8f9c6c0523e308787ea32e948588d98290295d6.1920x1080.jpg?t=1462350363,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444550/ss_62b2038ef4c95fbc4abb906f6c878a86cf770c82.1920x1080.jpg?t=1462350363","http://cdn.akamai.steamstatic.com/steam/apps/256661971/movie_max.mp4?t=1459117112"
1007630,"Wraithslayer","May 7, 2019","0 - 20000",0,0,2.49,0,"Wraithslayer takes place in an abstract horror world where the player is bound to a single fight against a monstrosity known as a Wraith. Dodging the Wraith's relentless attacks while collecting orbs to weaken your foe will provide a nightmarish and challenging battle. Simple controls. There's only jump, dash, and dive. You'll have to be creative with your movement if you want to defeat the Wraith. Randomly generated attacks. The Wraith randomly picks from a wide array of moves to demolish you, making each fight very different. Dark silhouette art style. Explore the many ways you can die through the pulsating darkness of the Wraith and its lair. Multiple Game Modes. Normal, Endless, and True Wraith game modes provide varying levels of difficulty and high replayability.","['English']","[]","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1007630/header.jpg?t=1557283981","","","dcSmashGames@gmail.com",True,True,True,0,"",0,74,4,"",29,0,"",0,0,0,0,"Devin Cole,Sean Young","SmashGames","Single-player,Partial Controller Support,Family Sharing","Action,Adventure,Indie","Action,Indie,Adventure,Bullet Hell,Pixel Graphics","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1007630/ss_81524436a386b6d4fc52e455dc61d9b7f6a7a738.1920x1080.jpg?t=1557283981,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1007630/ss_07d4a1ed81e090791b48e9caace2707ed40b8b43.1920x1080.jpg?t=1557283981,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1007630/ss_a80cc9107641d984a5abe3d674d0de9c5faeba98.1920x1080.jpg?t=1557283981,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1007630/ss_17f344427b1f0d3bec5631fb7ac4739681f4c9c3.1920x1080.jpg?t=1557283981,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1007630/ss_2b2047bcd3c0bbbf9f41e7ab9b4b5524860cf8d8.1920x1080.jpg?t=1557283981","http://cdn.akamai.steamstatic.com/steam/apps/256742901/movie_max.mp4?t=1550013572"
1120310,"Game Dashboard","Aug 27, 2019","0 - 20000",2,0,2.99,0,"Practical overlay for games and other 3D applications, with convenient in-game tweaks (smoothness, performance). Advanced framerate/latency control; CPU and GPU status. For gaming enthusiasts, professionals, developers, cryptocurrency mining... Features Advanced framerate limiter with unique smoothing and power efficiency features. Flexible in-game adjustments. Real-time latency control for DirectX games. CPU status: temperature, utilization, memory consumption and clock speed. GPU status: temperatures, fan speed, resource utilization, memory consumption and clock speed. Custom user notes and flexible overlay display options (compact or different chart types). Very lightweight and efficient, with innovative overlay and text-rendering technology, demonstrating a proprietary parallel-processing framework. Basic GPU fan control. Simple under/overclocking (experimental). Community-Driven Development New features will be added based on user preferences. If you're interested in specific functionality feel free to send a message detailing your requirements. Privacy and Security This software doesn't require drivers or administrative privileges to work, and it doesn't write any data to the file system or Windows registry (apart from the optional user-settings file). It doesn't access the internet and can be used with Steam in offline mode. It is adequate for use in secure environments and complies with all data protection regulations, including CCPA, HIPAA, COPPA and the European GDPR. Current Limitations Some multiplayer games with aggressive anti-cheat are currently incompatible. Fixing this is work-in-progress. GUI is not available for OpenGL games (framerate control features still work). Latency control is not enabled for Vulkan games. May be enabled later, depending on player interest. GPU status and overclocking features only available for AMD and NVIDIA cards. Some status data may be missing (e.g. old graphics cards don't have a memory temperature sensor). Overclocking has some limitations described in the manual (mostly driver-related). Native UWP apps not supported (some apps in the Windows Store). Additional features are available under NDA. Send a message for technical demonstrations.","['English']","[]","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1120310/header.jpg?t=1680351707","","https://disruptivesoft.page.link/Contact","",True,False,False,0,"",0,19,4,"",0,0,"",0,0,0,0,"Disruptive Software","Disruptive Software","Steam Cloud","Utilities,Game Development","Utilities,Game Development,e-sports,Benchmark,Software","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1120310/ss_b47c35aa1cfd63b0a02f637f7fa606192f858e91.1920x1080.jpg?t=1680351707,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1120310/ss_eab3d090aaed47ea2ef18bbe17dd0197b4cadbc7.1920x1080.jpg?t=1680351707,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1120310/ss_2873e21a110bd9f9a0551bd09d0ce49d72659aa7.1920x1080.jpg?t=1680351707,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1120310/ss_d74e0ec584d73a6b76e000dd85764e0589eedb98.1920x1080.jpg?t=1680351707,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1120310/ss_1321ebcb5053b33accaf11fc943dacafe43e4fab.1920x1080.jpg?t=1680351707,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1120310/ss_e1b86935cae92789fa5a0ec947c89d1004d27848.1920x1080.jpg?t=1680351707","http://cdn.akamai.steamstatic.com/steam/apps/256935687/movie_max.mp4?t=1678839377"
1285230,"Ultimate Racing 2D 2","Sep 11, 2023","0 - 20000",37,0,4.99,0,"The ultimate top-down racing game is back! Ultimate Racing 2D 2 includes 44 racing classes, more than 100 tracks, car/track editor, time-trial mode, improved online multiplayer and career mode, damage, multi-class racing and more. Main features: 44 racing classes 100+ tracks 3 Career modes (Season mode, event mode, coin mode) Online multiplayer up to 20 players Local multiplayer up to 8 players Time-trial with leaderboards and ghost laps Custom championship and quick race mode Car editor Track editor New: Improved career mode with class tier system and car upgrades Improved (cross-platform) online multiplayer Manager mode Custom liveries Multi-class racing Timed races Damage Penalties Medium and intermediate tyres Recharging power boost Custom grid Lap records And more","['English']","['English']","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/header.jpg?t=1694461281","https://applimazing.com","https://applimazing.com","info@applimazing.com",True,True,True,0,"",0,290,21,"",21,290,"",0,0,0,0,"Applimazing","Applimazing","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Steam Leaderboards,Includes level editor,Remote Play Together,Family Sharing","Indie,Racing,Simulation,Sports","Racing,Top-Down,2D,Indie,Retro,Multiplayer,Local Multiplayer,Arcade,Simulation,Automobile Sim,Crafting,Combat Racing,Sports,Driving,1990's,Split Screen,Singleplayer,Controller,Asynchronous Multiplayer,Vehicular Combat","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_d2589409d375e78a7c82589f955bef0e665548f2.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_282be49e57d48505eecb0f63f4b28cb525234057.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_b7d94e971a7269187ad795a6ab531f25b7fd4d7d.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_543549cbb70eec515b7cec41736cd5b55228474e.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_7f78f1dc1816274d4bfdfb576351c0aee60642e2.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_a4fca461a57d6c696983e0fb387c05bac5a203fd.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_57e592288f15ee1397b6c29a8262055b1fa81611.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_3561271d59683e1e883c6f62681abd40ee403679.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_9efc012faca70099f93e5c258fa14f0362fdde5b.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_a5f346e8a05fb9249e19d4f9be6b28a2e1f881f5.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_35684b8b264b433fc3fceb93a9dc3b80791ebd51.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_46a6ae255626ca7146c605217044f70c1ef1e0c8.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_bacc644f759f0ddc43dfde3b9b81e0f7c039bbd6.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_f8a827040b46913706b37a1157b2546478e0f6a5.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_a972bb027306df837b6ba9478ae39ad0ba82ac13.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_940e129bbeb69efdbf64a101b2d929f2515221b2.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_9e27d24f19f85b340f673de1a773d9191db294c1.1920x1080.jpg?t=1694461281,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1285230/ss_b643444c8bdcefa5838da13bead54565fe5d543e.1920x1080.jpg?t=1694461281","http://cdn.akamai.steamstatic.com/steam/apps/256969034/movie_max.mp4?t=1694461060"
242880,"Sir, You Are Being Hunted","May 2, 2014","500000 - 1000000",0,0,11.99,0,"Sir, You Are Being Hunted is a procedurally-generated British horror in which tweed-wearing robots hunt you for sport. Roam the landscape, scavenge for food, hide breathlessly in the undergrowth, flee in terror, and even fight back with stolen weapons. Sir is a stealth and survival game unlike any other. Key Features First-person stealth and survival. Procedurally-generated British landscape. Five biomes to explore: castle, industrial, rural, mountainous, and fenland. Infinite replayability in a sandbox world. Powerful, brutal AI that becomes tougher as you play. Tea and biscuits. Foliage-based stealth system. Scavenge to survive. Play as Sir or Madam. Relentless Britishness. Every Game Unique! Sir, You Are Being Hunted is set on a mysterious archipelago generated procedurally by you, and therefore unique to each game you play. You can define your own islands, each one created in moments by our rather clever British Countryside Generator. These islands are then populated by a raving aristocracy of murderous robots, their robot hounds, and worse. You job is simply to survive, and get home. You're not entirely alone, though: The disembodied voice of Walters, your butler, will help you and offer advice. Ultimate AI Threat Sir's AI is one of the toughest in stealth, and as an open-world game, it's unique in its field. The robots are some of the most aggressive and intelligent game enemies you will ever experience, and will pursue you even after losing sight of you. Expect to be hunted! The Most British Of Games Sir, You Are Being Hunted is set in a parallel Britain, complete with bleak villages, rocky highlands, bramble-filled woodland, decrepit farms, and crumbling post-industrial landscapes. Made with the remarkable power of our British Landscape Generator, these landscapes are enormously evocative and teeming with detail. Take time to explore, and find that vital hidden flask of tea!","['English']","['English']","“Everything about Sir is either silly or scary.” IGN “A cold-sweat thrill.” Polygon “There's nothing quite like Sir, You Are Being Hunted.” Eurogamer","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/header.jpg?t=1718831931","http://www.big-robot.com/","http://www.big-robot.com/forum/","",True,False,True,63,"https://www.metacritic.com/game/pc/sir-you-are-being-hunted?ftag=MCD-06-10aaa1f",0,3001,854,"",0,2860,"",0,0,0,0,"Big Robot Ltd","Big Robot Ltd","Single-player,Multi-player,Steam Trading Cards,Partial Controller Support,Stats,Family Sharing","Action,Indie","Survival,Stealth,Indie,Robots,First-Person,Procedural Generation,Action,Singleplayer,Open World,Steampunk,Atmospheric,Comedy,Horror,FPS,Multiplayer,Exploration,Kickstarter,Sandbox,Adventure,Rogue-like","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_c2be1a9bd6ba4b369e97f3d6c3b02c08e67ebf56.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_a8c184c36145a7dc396c1e6770919633f5b21db7.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_566c1016c5e0121829592e07948aca6bfe1f3ebe.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_120c65b07e1c63b4f894415cf393e326d8d97b59.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_b4796f9c6a55f48d903dfc37e5a6fd4c8ad01b6d.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_4d59224d9d7242cc19acd36ab78852b252b7fc05.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_46177194af067cec9bfd8b878fa3ef7714489ec3.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_4cd2848688c23475e4856af6202158d168f61dc8.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_185a72e8b79222a11a5a735e9808a0a53854ee0c.1920x1080.jpg?t=1718831931,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/242880/ss_594eb17f1535127ec8531a43f8563ac8ed793de5.1920x1080.jpg?t=1718831931","http://cdn.akamai.steamstatic.com/steam/apps/2032140/movie_max.mp4?t=1447361681"
444160,"Bonsai","Feb 18, 2016","50000 - 100000",0,0,0.99,0,"Bonsai is a game about curiosity and life. Grow your tree, prune it, and watch over it as it matures into adulthood. The tree will become what you train it to be - you are the mastermind behind it’s path in life. Each tree is unique and procedurally generated to be as authentic and realistic as possible. Grow an unlimited number of tree-friends using different strategies and masterfully sculpt their shapes. Be aggressive and hack your tree down or gently guide it each step of the way, how you tend to your tree is up to you. Since every tree and every species is unique, each play through will be different from the last!","['English']","['English']","","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/header.jpg?t=1457729939","http://thebonsaigame.com/","","staff@rooted-concepts.com",True,False,True,0,"",0,91,76,"",11,0,"",0,0,0,0,"Rooted Concepts","Rooted Concepts","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Family Sharing","Casual,Indie,Simulation","Simulation,Indie,Casual","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/ss_f3b4b1031c0f3aac16486438d9ae26357d4c8b73.1920x1080.jpg?t=1457729939,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/ss_fa9dcc5b18640446fa4b9d9c84a1a63abd8d5e54.1920x1080.jpg?t=1457729939,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/ss_b72a5f75437d13017150f5198ea8f1df5988cff0.1920x1080.jpg?t=1457729939,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/ss_d902ca019446030271f0961a3aa4904c5ca7da72.1920x1080.jpg?t=1457729939,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/ss_74a069721018bd767a329fc0541f333b055627ae.1920x1080.jpg?t=1457729939,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/ss_7afdf38e00757f7de6d2d94ea532950fc9257bb1.1920x1080.jpg?t=1457729939,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/444160/ss_0f343a86e8c3e495648bda02d1a59acc563e86e9.1920x1080.jpg?t=1457729939","http://cdn.akamai.steamstatic.com/steam/apps/256660639/movie_max.mp4?t=1455814560,http://cdn.akamai.steamstatic.com/steam/apps/256660638/movie_max.mp4?t=1455814570"
